Estacion,Nombre_Estacion,Año,Mes_Num,Mes,Dias_Esperados,Dias_Con_Datos,Pct_Completitud,Estado
91001,SIEYIK,2022,11,Noviembre,30,30,100.0,Completo
91001,SIEYIK,2022,12,Diciembre,31,31,100.0,Completo
91001,SIEYIK,2023,1,Enero,31,31,100.0,Completo
91001,SIEYIK,2023,2,Febrero,28,28,100.0,Completo
91001,SIEYIK,2023,3,Marzo,31,31,100.0,Completo
91001,SIEYIK,2023,4,Abril,30,30,100.0,Completo
91001,SIEYIK,2023,5,Mayo,31,31,100.0,Completo
91001,SIEYIK,2023,6,Junio,30,30,100.0,Completo
91001,SIEYIK,2023,7,Julio,31,31,100.0,Completo
91001,SIEYIK,2023,8,Agosto,31,31,100.0,Completo
91001,SIEYIK,2023,9,Septiembre,30,30,100.0,Completo
91001,SIEYIK,2023,10,Octubre,31,31,100.0,Completo
91001,SIEYIK,2023,11,Noviembre,30,30,100.0,Completo
91001,SIEYIK,2023,12,Diciembre,31,31,100.0,Completo
91001,SIEYIK,2024,1,Enero,31,31,100.0,Completo
91001,SIEYIK,2024,2,Febrero,29,29,100.0,Completo
91001,SIEYIK,2024,3,Marzo,31,31,100.0,Completo
91001,SIEYIK,2024,4,Abril,30,30,100.0,Completo
91001,SIEYIK,2024,5,Mayo,31,31,100.0,Completo
91001,SIEYIK,2024,6,Junio,30,14,46.7,Pendiente
91001,SIEYIK,2024,7,Julio,31,0,0.0,Pendiente
91001,SIEYIK,2024,8,Agosto,31,0,0.0,Pendiente
91001,SIEYIK,2024,9,Septiembre,30,0,0.0,Pendiente
91001,SIEYIK,2024,10,Octubre,31,0,0.0,Pendiente
91001,SIEYIK,2024,11,Noviembre,30,29,96.7,Incompleto
91001,SIEYIK,2024,12,Diciembre,31,27,87.1,Incompleto
91001,SIEYIK,2025,1,Enero,31,31,100.0,Completo
91001,SIEYIK,2025,2,Febrero,28,28,100.0,Completo
91001,SIEYIK,2025,3,Marzo,31,31,100.0,Completo
91001,SIEYIK,2025,4,Abril,30,30,100.0,Completo
91001,SIEYIK,2025,5,Mayo,31,31,100.0,Completo
91001,SIEYIK,2025,6,Junio,30,30,100.0,Completo
91001,SIEYIK,2025,7,Julio,31,31,100.0,Completo
91001,SIEYIK,2025,8,Agosto,31,31,100.0,Completo
91001,SIEYIK,2025,9,Septiembre,30,30,100.0,Completo
91001,SIEYIK,2025,10,Octubre,31,17,54.8,Incompleto
91001,SIEYIK,2025,11,Noviembre,30,0,0.0,Pendiente
91001,SIEYIK,2025,12,Diciembre,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2015,9,Septiembre,30,5,16.7,Pendiente
91026,CHANGUINOLA SUR,2015,10,Octubre,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2017,1,Enero,31,31,100.0,Completo
91026,CHANGUINOLA SUR,2017,2,Febrero,28,24,85.7,Incompleto
91026,CHANGUINOLA SUR,2017,3,Marzo,31,31,100.0,Completo
91026,CHANGUINOLA SUR,2017,4,Abril,30,1,3.3,Pendiente
91026,CHANGUINOLA SUR,2018,1,Enero,31,31,100.0,Completo
91026,CHANGUINOLA SUR,2018,2,Febrero,28,27,96.4,Incompleto
91026,CHANGUINOLA SUR,2018,3,Marzo,31,29,93.5,Incompleto
91026,CHANGUINOLA SUR,2018,4,Abril,30,27,90.0,Incompleto
91026,CHANGUINOLA SUR,2018,5,Mayo,31,13,41.9,Pendiente
91026,CHANGUINOLA SUR,2018,6,Junio,30,15,50.0,Incompleto
91026,CHANGUINOLA SUR,2018,7,Julio,31,18,58.1,Incompleto
91026,CHANGUINOLA SUR,2018,8,Agosto,31,6,19.4,Pendiente
91026,CHANGUINOLA SUR,2018,9,Septiembre,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2018,12,Diciembre,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,1,Enero,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,3,Marzo,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,5,Mayo,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,8,Agosto,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,9,Septiembre,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2019,12,Diciembre,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2020,1,Enero,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2020,3,Marzo,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2020,4,Abril,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2020,5,Mayo,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2020,10,Octubre,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2021,1,Enero,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2021,4,Abril,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2021,5,Mayo,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2021,6,Junio,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2023,6,Junio,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2023,9,Septiembre,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2023,11,Noviembre,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2024,1,Enero,31,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2024,6,Junio,30,0,0.0,Pendiente
91026,CHANGUINOLA SUR,2024,7,Julio,31,0,0.0,Pendiente
91030,EL SILENCIO,2010,3,Marzo,31,0,0.0,Pendiente
91030,EL SILENCIO,2010,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2015,4,Abril,30,30,100.0,Completo
91030,EL SILENCIO,2015,5,Mayo,31,0,0.0,Pendiente
91030,EL SILENCIO,2016,10,Octubre,31,31,100.0,Completo
91030,EL SILENCIO,2016,11,Noviembre,30,30,100.0,Completo
91030,EL SILENCIO,2016,12,Diciembre,31,21,67.7,Incompleto
91030,EL SILENCIO,2017,1,Enero,31,31,100.0,Completo
91030,EL SILENCIO,2017,2,Febrero,28,30,107.1,Completo
91030,EL SILENCIO,2017,4,Abril,30,31,103.3,Completo
91030,EL SILENCIO,2017,5,Mayo,31,31,100.0,Completo
91030,EL SILENCIO,2017,6,Junio,30,30,100.0,Completo
91030,EL SILENCIO,2017,7,Julio,31,31,100.0,Completo
91030,EL SILENCIO,2017,8,Agosto,31,30,96.8,Incompleto
91030,EL SILENCIO,2017,9,Septiembre,30,11,36.7,Pendiente
91030,EL SILENCIO,2017,10,Octubre,31,30,96.8,Incompleto
91030,EL SILENCIO,2017,11,Noviembre,30,0,0.0,Pendiente
91030,EL SILENCIO,2017,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2018,1,Enero,31,31,100.0,Completo
91030,EL SILENCIO,2018,2,Febrero,28,28,100.0,Completo
91030,EL SILENCIO,2018,3,Marzo,31,31,100.0,Completo
91030,EL SILENCIO,2018,4,Abril,30,30,100.0,Completo
91030,EL SILENCIO,2018,5,Mayo,31,31,100.0,Completo
91030,EL SILENCIO,2018,6,Junio,30,30,100.0,Completo
91030,EL SILENCIO,2018,7,Julio,31,31,100.0,Completo
91030,EL SILENCIO,2018,8,Agosto,31,31,100.0,Completo
91030,EL SILENCIO,2018,9,Septiembre,30,30,100.0,Completo
91030,EL SILENCIO,2018,10,Octubre,31,31,100.0,Completo
91030,EL SILENCIO,2018,11,Noviembre,30,22,73.3,Incompleto
91030,EL SILENCIO,2019,1,Enero,31,31,100.0,Completo
91030,EL SILENCIO,2019,2,Febrero,28,4,14.3,Pendiente
91030,EL SILENCIO,2019,3,Marzo,31,2,6.5,Pendiente
91030,EL SILENCIO,2019,4,Abril,30,20,66.7,Incompleto
91030,EL SILENCIO,2019,5,Mayo,31,29,93.5,Incompleto
91030,EL SILENCIO,2019,6,Junio,30,30,100.0,Completo
91030,EL SILENCIO,2019,8,Agosto,31,31,100.0,Completo
91030,EL SILENCIO,2019,9,Septiembre,30,3,10.0,Pendiente
91030,EL SILENCIO,2019,10,Octubre,31,3,9.7,Pendiente
91030,EL SILENCIO,2019,11,Noviembre,30,0,0.0,Pendiente
91030,EL SILENCIO,2019,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2020,1,Enero,31,31,100.0,Completo
91030,EL SILENCIO,2020,2,Febrero,29,29,100.0,Completo
91030,EL SILENCIO,2020,3,Marzo,31,31,100.0,Completo
91030,EL SILENCIO,2020,4,Abril,30,30,100.0,Completo
91030,EL SILENCIO,2020,5,Mayo,31,31,100.0,Completo
91030,EL SILENCIO,2020,6,Junio,30,7,23.3,Pendiente
91030,EL SILENCIO,2020,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2021,1,Enero,31,31,100.0,Completo
91030,EL SILENCIO,2021,2,Febrero,28,28,100.0,Completo
91030,EL SILENCIO,2021,3,Marzo,31,26,83.9,Incompleto
91030,EL SILENCIO,2021,4,Abril,30,29,96.7,Incompleto
91030,EL SILENCIO,2021,5,Mayo,31,0,0.0,Pendiente
91030,EL SILENCIO,2021,7,Julio,31,0,0.0,Pendiente
91030,EL SILENCIO,2021,8,Agosto,31,0,0.0,Pendiente
91030,EL SILENCIO,2021,10,Octubre,31,0,0.0,Pendiente
91030,EL SILENCIO,2021,11,Noviembre,30,0,0.0,Pendiente
91030,EL SILENCIO,2021,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2023,4,Abril,30,0,0.0,Pendiente
91030,EL SILENCIO,2023,5,Mayo,31,0,0.0,Pendiente
91030,EL SILENCIO,2023,8,Agosto,31,0,0.0,Pendiente
91030,EL SILENCIO,2023,12,Diciembre,31,0,0.0,Pendiente
91030,EL SILENCIO,2024,1,Enero,31,0,0.0,Pendiente
91030,EL SILENCIO,2024,3,Marzo,31,0,0.0,Pendiente
91030,EL SILENCIO,2024,4,Abril,30,0,0.0,Pendiente
91030,EL SILENCIO,2024,6,Junio,30,0,0.0,Pendiente
91030,EL SILENCIO,2024,8,Agosto,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2015,1,Enero,31,6,19.4,Pendiente
93002,AEROPUERTO DE BOCAS,2015,5,Mayo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,5,Mayo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,6,Junio,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,8,Agosto,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,9,Septiembre,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,11,Noviembre,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2017,12,Diciembre,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,1,Enero,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,2,Febrero,28,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,3,Marzo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,4,Abril,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,5,Mayo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,6,Junio,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,7,Julio,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,8,Agosto,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,9,Septiembre,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,10,Octubre,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,11,Noviembre,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2018,12,Diciembre,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,1,Enero,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,2,Febrero,28,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,3,Marzo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,4,Abril,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,5,Mayo,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,6,Junio,30,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,7,Julio,31,0,0.0,Pendiente
93002,AEROPUERTO DE BOCAS,2019,8,Agosto,31,0,0.0,Pendiente
95001,CANQUINTU,2023,3,Marzo,31,0,0.0,Pendiente
95001,CANQUINTU,2023,5,Mayo,31,0,0.0,Pendiente
95001,CANQUINTU,2023,6,Junio,30,0,0.0,Pendiente
95001,CANQUINTU,2025,1,Enero,31,0,0.0,Pendiente
95001,CANQUINTU,2025,2,Febrero,28,0,0.0,Pendiente
95002,CUSAPIN,2018,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2018,2,Febrero,28,28,100.0,Completo
95002,CUSAPIN,2018,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2018,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2018,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2018,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2018,7,Julio,31,31,100.0,Completo
95002,CUSAPIN,2018,8,Agosto,31,30,96.8,Incompleto
95002,CUSAPIN,2018,9,Septiembre,30,0,0.0,Pendiente
95002,CUSAPIN,2018,10,Octubre,31,0,0.0,Pendiente
95002,CUSAPIN,2018,11,Noviembre,30,0,0.0,Pendiente
95002,CUSAPIN,2018,12,Diciembre,31,0,0.0,Pendiente
95002,CUSAPIN,2019,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2019,2,Febrero,28,20,71.4,Incompleto
95002,CUSAPIN,2019,3,Marzo,31,30,96.8,Incompleto
95002,CUSAPIN,2019,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2019,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2019,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2019,7,Julio,31,30,96.8,Incompleto
95002,CUSAPIN,2019,8,Agosto,31,31,100.0,Completo
95002,CUSAPIN,2019,9,Septiembre,30,30,100.0,Completo
95002,CUSAPIN,2019,10,Octubre,31,30,96.8,Incompleto
95002,CUSAPIN,2019,11,Noviembre,30,26,86.7,Incompleto
95002,CUSAPIN,2019,12,Diciembre,31,25,80.6,Incompleto
95002,CUSAPIN,2020,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2020,2,Febrero,29,29,100.0,Completo
95002,CUSAPIN,2020,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2020,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2020,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2020,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2020,7,Julio,31,31,100.0,Completo
95002,CUSAPIN,2020,8,Agosto,31,30,96.8,Incompleto
95002,CUSAPIN,2020,9,Septiembre,30,0,0.0,Pendiente
95002,CUSAPIN,2020,10,Octubre,31,0,0.0,Pendiente
95002,CUSAPIN,2021,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2021,2,Febrero,28,30,107.1,Completo
95002,CUSAPIN,2021,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2021,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2021,5,Mayo,31,28,90.3,Incompleto
95002,CUSAPIN,2021,6,Junio,30,31,103.3,Completo
95002,CUSAPIN,2021,7,Julio,31,29,93.5,Incompleto
95002,CUSAPIN,2021,8,Agosto,31,31,100.0,Completo
95002,CUSAPIN,2021,9,Septiembre,30,28,93.3,Incompleto
95002,CUSAPIN,2021,10,Octubre,31,25,80.6,Incompleto
95002,CUSAPIN,2021,11,Noviembre,30,20,66.7,Incompleto
95002,CUSAPIN,2021,12,Diciembre,31,0,0.0,Pendiente
95002,CUSAPIN,2022,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2022,2,Febrero,28,28,100.0,Completo
95002,CUSAPIN,2022,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2022,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2022,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2022,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2022,7,Julio,31,30,96.8,Incompleto
95002,CUSAPIN,2022,8,Agosto,31,0,0.0,Pendiente
95002,CUSAPIN,2022,9,Septiembre,30,0,0.0,Pendiente
95002,CUSAPIN,2022,10,Octubre,31,31,100.0,Completo
95002,CUSAPIN,2022,11,Noviembre,30,1,3.3,Pendiente
95002,CUSAPIN,2022,12,Diciembre,31,30,96.8,Incompleto
95002,CUSAPIN,2023,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2023,2,Febrero,28,28,100.0,Completo
95002,CUSAPIN,2023,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2023,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2023,5,Mayo,31,24,77.4,Incompleto
95002,CUSAPIN,2023,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2023,7,Julio,31,31,100.0,Completo
95002,CUSAPIN,2023,8,Agosto,31,31,100.0,Completo
95002,CUSAPIN,2023,9,Septiembre,30,30,100.0,Completo
95002,CUSAPIN,2023,10,Octubre,31,31,100.0,Completo
95002,CUSAPIN,2023,11,Noviembre,30,30,100.0,Completo
95002,CUSAPIN,2023,12,Diciembre,31,31,100.0,Completo
95002,CUSAPIN,2024,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2024,2,Febrero,29,29,100.0,Completo
95002,CUSAPIN,2024,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2024,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2024,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2024,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2024,7,Julio,31,31,100.0,Completo
95002,CUSAPIN,2024,8,Agosto,31,31,100.0,Completo
95002,CUSAPIN,2024,9,Septiembre,30,30,100.0,Completo
95002,CUSAPIN,2024,10,Octubre,31,31,100.0,Completo
95002,CUSAPIN,2024,11,Noviembre,30,30,100.0,Completo
95002,CUSAPIN,2024,12,Diciembre,31,31,100.0,Completo
95002,CUSAPIN,2025,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2025,2,Febrero,28,28,100.0,Completo
95002,CUSAPIN,2025,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2025,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2025,5,Mayo,31,31,100.0,Completo
95002,CUSAPIN,2025,6,Junio,30,30,100.0,Completo
95002,CUSAPIN,2025,7,Julio,31,31,100.0,Completo
95002,CUSAPIN,2025,8,Agosto,31,31,100.0,Completo
95002,CUSAPIN,2025,9,Septiembre,30,30,100.0,Completo
95002,CUSAPIN,2025,10,Octubre,31,31,100.0,Completo
95002,CUSAPIN,2025,11,Noviembre,30,22,73.3,Incompleto
95002,CUSAPIN,2025,12,Diciembre,31,31,100.0,Completo
95002,CUSAPIN,2026,1,Enero,31,31,100.0,Completo
95002,CUSAPIN,2026,2,Febrero,28,28,100.0,Completo
95002,CUSAPIN,2026,3,Marzo,31,31,100.0,Completo
95002,CUSAPIN,2026,4,Abril,30,30,100.0,Completo
95002,CUSAPIN,2026,5,Mayo,31,3,9.7,Pendiente
95003,SANTA CATALINA,2010,1,Enero,31,33,106.5,Completo
95003,SANTA CATALINA,2010,2,Febrero,28,32,114.3,Completo
95003,SANTA CATALINA,2010,3,Marzo,31,29,93.5,Incompleto
95003,SANTA CATALINA,2010,4,Abril,30,18,60.0,Incompleto
95003,SANTA CATALINA,2010,5,Mayo,31,33,106.5,Completo
95003,SANTA CATALINA,2010,6,Junio,30,31,103.3,Completo
95003,SANTA CATALINA,2010,7,Julio,31,31,100.0,Completo
